ship_id;voyage_id;call_id;raw;year;month;day;location;special
s1;v1;1;Downs 27 May 1819;1819;5;27;Downs;False
s1;v1;2;30 Sep Bengal;1819;9;30;Bengal;False
s1;v1;3;29 Dec Narsipur;1819;12;29;Narsipur;False
s1;v1;4;3 Jan 1820 Madras;1820;1;3;Madras;False
s1;v1;5;22 Mar St Helena;1820;3;22;St Helena;False
s1;v1;6;13 May East India Dock;1820;5;13;East India Dock;False
s1;v2;1;Downs 25 May 1829;1829;5;25;Downs;False
s1;v2;2;21 Sep Hugh;1829;9;21;Hugh;False
s1;v2;3;14 Oct Calcutta;1829;10;14;Calcutta;False
s1;v2;4;29 Jan 1824 Saugor;1824;1;29;Saugor;False
s1;v2;5;2 Apr St Helena;1824;4;2;St Helena;False
s1;v2;6;17 Jun East India Dock;1824;6;17;East India Dock;False
s1;v3;1;Downs 23 May 1826;1826;5;23;Downs;False
s1;v3;2;17 Sep Madras;1826;9;17;Madras;False
s1;v3;3;25 Oct Calcutta;1826;10;25;Calcutta;False
s1;v3;4;18 Jan 1827 Madras;1827;1;18;Madras;False
s1;v3;5;7 Apr St Helena;1827;4;7;St Helena;False
s1;v3;6;1 Jun Blackwall;1827;6;1;Blackwall;False
s1;v4;1;Downs 23 Jun 1828;1828;6;23;Downs;False
s1;v4;2;14 Sep Cape;1828;9;14;Cape;False
s1;v4;3;1 Dec Bengal;1828;12;1;Bengal;False
s1;v4;4;15 Jun 1829 St Helena;1829;6;15;St Helena;False
s1;v4;5;17 Aug East India Dock;1829;8;17;East India Dock;False
s2;v1;1;Downs 13 Jan 1826;1826;1;13;Downs;False
s2;v1;2;3 May Bombay;1826;5;3;Bombay;False
s2;v1;3;15 Jul Singapore;1826;7;15;Singapore;False
s2;v1;4;31 Jul Whampoa;1826;7;31;Whampoa;False
s2;v1;5;25 Jan 1827 St Helena;1827;1;25;St Helena;False
s2;v1;6;16 Mar Blackwall;1827;3;16;Blackwall;False
s2;v2;1;Downs 21 Feb 1828;1828;2;21;Downs;False
s2;v2;2;5 Jun Bombay;1828;6;5;Bombay;False
s2;v2;3;3 Sep Malacca;1828;9;3;Malacca;False
s2;v2;4;26 Sep Whampoa;1828;9;26;Whampoa;False
s2;v2;5;12 Dec Macao;1828;12;12;Macao;False
s2;v2;6;22 Feb 1829 St Helena;1829;2;22;St Helena;False
s2;v2;7;20 Apr Blackwall;1829;4;20;Blackwall;False
s2;v3;1;Downs 22 Jan 1830;1830;1;22;Downs;False
s2;v3;2;15 May Bombay;1830;5;15;Bombay;False
s2;v3;3;2 Sep Kowloon;1830;9;2;Kowloon;False
s2;v3;4;19 Sep Whampoa;1830;9;19;Whampoa;False
s2;v3;5;27 Jan 1831 Cape;1831;1;27;Cape;False
s2;v3;6;19 Feb St Helena;1831;2;19;St Helena;False
s2;v3;7;12 Apr Blackwall;1831;4;12;Blackwall;False
s2;v4;1;Portsmouth 20 Mar 1832;1832;3;20;Portsmouth;False
s2;v4;2;19 Jun Bombay;1832;6;19;Bombay;False
s2;v4;3;22 Sep Whampoa;1832;9;22;Whampoa;False
s2;v4;4;Second Bar 27 Oct;1832;10;27;Second Bar;False
s2;v4;5;13 Apr 1833 Blackwall;1833;4;13;Blackwall;False
s3;v1;1;Kedgeree 1 Feb 1796;1796;2;1;Kedgeree;False
s3;v1;2;23 Apr St Helena;1796;4;23;St Helena;False
s3;v1;3;21 Jun Falmouth;1796;6;21;Falmouth;False
s3;v1;4;18 Jul Blackwall;1796;7;18;Blackwall;False
s4;v1;1;Downs Jul 1622;1622;7;nan;Downs;False
s4;v1;2;17 Dec Cape;1622;12;17;Cape;False
s4;v1;3;Batavia;1622;nan;nan;Batavia;False
s4;v1;4;Tiku;1622;nan;nan;Tiku;False
s4;v1;5;Dec 1623 Batavia;1623;12;nan;Batavia;False
s4;v1;6;voyages to Sumatra 1624, Lagundy 1625, Coromandel 1626;1626;nan;nan;voyages to Sumatra 1624, Lagundy 1625, Coromandel;True
s4;v1;7;27, Sumatra 1628 & 1629;1629;nan;nan;27, Sumatra &;False
s4;v1;8;laid up 1631, rotten;1629;nan;nan;laid up 1631, rotten;True
s5;v1;1;Downs 11 Jun 1703;1703;6;11;Downs;False
s5;v1;2;11 Oct â€˜Sandy Bay  Guinea;1703;10;11;â€˜Sandy Bay  Guinea;True
s5;v1;3;24 Nov Cape;1703;11;24;Cape;False
s5;v1;4;18 Mar 1704 Anjengo;1704;3;18;Anjengo;False
s5;v1;5;31 Mar Calicut;1704;3;31;Calicut;False
s5;v1;6;10 Apr Tellicherry;1704;4;10;Tellicherry;False
s5;v1;7;16 Apr Karwar;1704;4;16;Karwar;False
s5;v1;8;29 Apr Mangalore;1704;4;29;Mangalore;False
s5;v1;9;14 May Bombay;1704;5;14;Bombay;False
s5;v1;10;11 Dec Surat;1704;12;11;Surat;False
s5;v1;11;4 Mar 1705 Bombay;1705;3;4;Bombay;False
s5;v1;12;voyage ended 31 May 1707;1707;5;31;voyage ended;False
s5;v2;1;Downs 14 Apr 1708;1708;4;14;Downs;False
s5;v2;2;3 Sep Cape;1708;9;3;Cape;False
s5;v2;3;9 Jan 1709 Anjengo;1709;1;9;Anjengo;False
s5;v2;4;20 Jan Calicut;1709;1;20;Calicut;False
s5;v2;5;6 Feb Mangalore;1709;2;6;Mangalore;False
s5;v2;6;11 Feb Karwar;1709;2;11;Karwar;False
s5;v2;7;9 Mar Bombay;1709;3;9;Bombay;False
s5;v2;8;10 Apr Surat;1709;4;10;Surat;False
s5;v2;9;7 May Bombay;1709;5;7;Bombay;False
s5;v2;10;19 Jun Madras;1709;6;19;Madras;False
s5;v2;11;10 Jul Balasore;1709;7;10;Balasore;False
s5;v2;12;24 Jul Calcutta;1709;7;24;Calcutta;False
s5;v2;13;16 Oct Rogues River;1709;10;16;Rogues River;False
s5;v2;14;6 Jan 1710 Bombay;1710;1;6;Bombay;False
s5;v2;15;17 Jan Surat;1710;1;17;Surat;False
s5;v2;16;2 Apr Bombay;1710;4;2;Bombay;False
s5;v2;17;30 May Madras;1710;5;30;Madras;False
s5;v2;18;27 Sep Cape;1710;9;27;Cape;False
s5;v2;19;25 Oct St Helena;1710;10;25;St Helena;False
s5;v2;20;voyage ended 21 May;1710;5;21;voyage ended;False
s5;v3;1;Downs 20 Jun 1712;1712;6;20;Downs;False
s5;v3;2;3 Nov St Helena;1712;11;3;St Helena;False
s5;v3;3;21 Feb 1713 Batavia;1713;2;21;Batavia;False
s5;v3;4;20 Mar Benkulen;1713;3;20;Benkulen;False
s5;v3;5;27 Mar Silebar;1713;3;27;Silebar;False
s5;v3;6;1 May Benkulen;1713;5;1;Benkulen;False
s5;v3;7;28 Sep Batavia;1713;9;28;Batavia;False
s5;v3;8;12 Feb 1714 Cape;1714;2;12;Cape;False
s5;v3;9;1 Mar St Helena;1714;3;1;St Helena;False
s5;v3;10;6 Jun Nore;1714;6;6;Nore;False
s7;v1;1;Downs 8 Mar 1718;1718;3;8;Downs;False
s7;v1;2;2 Apr Sao Tiago;1718;4;2;Sao Tiago;False
s7;v1;3;19 Jul Johanna;1718;7;19;Johanna;False
s7;v1;4;7 Sep Bombay;1718;9;7;Bombay;False
s7;v1;5;5 Nov Khanderi;1718;11;5;Khanderi;False
s7;v1;6;9 Nov Colaba;1718;11;9;Colaba;False
s7;v1;7;2 Dec Karwar;1718;12;2;Karwar;False
s7;v1;8;24 Dec Goa;1718;12;24;Goa;False
s7;v1;9;29 Dec Vijayadura;1718;12;29;Vijayadura;False
s7;v1;10;13 Jan 1719 Bombay;1719;1;13;Bombay;False
s7;v1;11;30 Jan Surat;1719;1;30;Surat;False
s7;v1;12;9 Feb Bombay;1719;2;9;Bombay;False
s7;v1;13;21 Feb Tellicherry;1719;2;21;Tellicherry;False
s7;v1;14;3 Mar Calicut;1719;3;3;Calicut;False
s7;v1;15;1 May Cochin;1719;5;1;Cochin;False
s7;v1;16;23 Jul Reunion;1719;7;23;Reunion;False
s7;v1;17;12 Oct Cape;1719;10;12;Cape;False
s7;v1;18;29 Nov St Helena;1719;11;29;St Helena;False
s7;v1;19;24 Mar Nore 5 Nov 1718;1718;11;5;Nore;False
s7;v1;20;13 Jan 1719 expedition against Angria;1719;1;13;expedition against Angria;False
s7;v2;1;Downs 5 Nov 1720;1720;11;5;Downs;False
s7;v2;2;wrecked at the Cape Jun 1722;1722;6;nan;wrecked at the Cape;True
s8;v1;1;Downs 20 May 1802;1802;5;20;Downs;False
s8;v1;2;25 Sep Madras;1802;9;25;Madras;False
s8;v1;3;3 Jan 1803 St Helena;1803;1;3;St Helena;False
s8;v1;4;31 Mar Deptford;1803;3;31;Deptford;False
s8;v2;1;Portsmouth 28 Aug 1803;1803;8;28;Portsmouth;False
s8;v2;2;captured by the French near Mauritius 9 Jan 1804;1804;1;9;captured by the French near Mauritius;True
s9;v1;1;Portsmouth 21 Feb 1787;1787;2;21;Portsmouth;False
s9;v1;2;11 May False Bay;1787;5;11;False Bay;False
s9;v1;3;21 Aug Whampoa;1787;8;21;Whampoa;False
s9;v1;4;7 Jan 1788 Macao;1788;1;7;Macao;False
s9;v1;5;22 Apr St Helena;1788;4;22;St Helena;False
s9;v1;6;1 Aug Deptford;1788;8;1;Deptford;False
s10;v1;1;Lintin 5 Jul 1812;1812;7;5;Lintin;False
s10;v1;2;21 Aug Macao;1812;8;21;Macao;False
s10;v1;3;31 Dec Cape;1812;12;31;Cape;False
s10;v1;4;27 Jan 1813 St Helena;1813;1;27;St Helena;False
s10;v1;5;18 May Blackwall;1813;5;18;Blackwall;False
s11;v1;1;Torbay 22 Sep 1797;1797;9;22;Torbay;False
s11;v1;2;16 Feb 1798 Kedgeree;1798;2;16;Kedgeree;False
s11;v1;3;27 Jun Benkulen;1798;6;27;Benkulen;False
s11;v1;4;11 Aug Kedgeree;1798;8;11;Kedgeree;False
s11;v1;5;24 Sep Saugor;1798;9;24;Saugor;False
s11;v1;6;5 Nov Benkulen;1798;11;5;Benkulen;False
s11;v1;7;27 Mar 1799 St Helena;1799;3;27;St Helena;False
s11;v1;8;24 Apr returned to St Helena;1799;4;24;returned to St Helena;True
s11;v1;9;4 Aug Blackwall;1799;8;4;Blackwall;False
s11;v3;1;Downs 1 Feb 1803;1803;2;1;Downs;False
s11;v3;2;12 Feb Madeira;1803;2;12;Madeira;False
s11;v3;3;23 Apr Cape;1803;4;23;Cape;False
s11;v3;4;13 Jun Madras;1803;6;13;Madras;False
s11;v3;5;22 Jul Diamond Harbour;1803;7;22;Diamond Harbour;False
s11;v3;6;7 Nov Saugor;1803;11;7;Saugor;False
s11;v3;7;12 Mar 1804 St Helena;1804;3;12;St Helena;False
s11;v3;8;11 Jun Blackwall;1804;6;11;Blackwall;False
s11;v4;1;Portsmouth 25 Apr 1805;1805;4;25;Portsmouth;False
s11;v4;2;4 Dec Madras;1805;12;4;Madras;False
s11;v4;3;21 Feb 1806 Colombo;1806;2;21;Colombo;False
s11;v4;4;14 May St Helena;1806;5;14;St Helena;False
s11;v4;5;1 Aug Blackwall;1806;8;1;Blackwall;False
s11;v5;1;Portsmouth 26 Feb 1807;1807;2;26;Portsmouth;False
s11;v5;2;3 Jul Madras;1807;7;3;Madras;False
s11;v5;3;21 Jul Kedgeree;1807;7;21;Kedgeree;False
s11;v5;4;26 Jul Diamond Harbour;1807;7;26;Diamond Harbour;False
s11;v5;5;16 Sep Saugor;1807;9;16;Saugor;False
s11;v5;6;22 Oct Madras;1807;10;22;Madras;False
s11;v5;7;30 Dec Cape;1807;12;30;Cape;False
s11;v5;8;25 Jan 1808 St Helena;1808;1;25;St Helena;False
s11;v5;9;28 Apr Blackwall;1808;4;28;Blackwall;False
s11;v6;1;Downs 24 Jan 1809;1809;1;24;Downs;False
s11;v6;2;lost on Goodwin Sands off South Foreland 25 Jan;1809;1;25;lost on Goodwin Sands off South Foreland;True
s12;v1;1;Portsmouth 6 May 1762;1762;5;6;Portsmouth;False
s12;v1;2;16 Sep Moheli;1762;9;16;Moheli;False
s12;v1;3;11 Dec Bombay;1762;12;11;Bombay;False
s12;v1;4;27 Jan 1763 Surat;1763;1;27;Surat;False
s12;v1;5;1 Mar Bombay;1763;3;1;Bombay;False
s12;v1;6;30 Apr Surat;1763;4;30;Surat;False
s12;v1;7;11 May Bombay;1763;5;11;Bombay;False
s12;v1;8;26 Jul Madras;1763;7;26;Madras;False
s12;v1;9;17 Sep Malacca;1763;9;17;Malacca;False
s12;v1;10;17 Oct Cavite;1763;10;17;Cavite;False
s12;v1;11;28 Nov Manila;1763;11;28;Manila;False
s12;v1;12;16 Jan 1764 Pangasinan;1764;1;16;Pangasinan;False
s12;v1;13;30 Jan Manila;1764;1;30;Manila;False
s12;v1;14;26 May Sulu;1764;5;26;Sulu;False
s12;v1;15;19 Nov Da;1764;11;19;Da;False
s12;v1;16;nang 2 Jun 1765;1765;6;2;nang;False
s12;v1;17;21 Jun Whampoa 14 Dec;1765;12;14;Whampoa;False
s12;v1;18;23 Mar 1766 St Helena;1766;3;23;St Helena;False
s12;v1;19;25 Jun Deptford;1766;6;25;Deptford;False
s12;v2;1;Downs 8 Apr 1767;1767;4;8;Downs;False
s12;v2;2;13 Jun Rio de Janeiro;1767;6;13;Rio de Janeiro;False
s12;v2;3;4 Sep Johanna;1767;9;4;Johanna;False
s12;v2;4;11 Nov Bengal;1767;11;11;Bengal;False
s12;v2;5;27 Feb 1768 Kedgeree 7 Apr;1768;4;7;Kedgeree;False
s12;v2;6;31 Jul St Helena;1768;7;31;St Helena;False
s12;v2;7;12 Nov Deptford;1768;11;12;Deptford;False
s12;v3;1;Downs 14 Mar 1770;1770;3;14;Downs;False
s12;v3;2;8 Jul Johanna;1770;7;8;Johanna;False
s12;v3;3;2 Aug Bombay;1770;8;2;Bombay;False
s12;v3;4;18 Dec Tellicheny;1770;12;18;Tellicheny;False
s12;v3;5;28 Dec Anjengo;1770;12;28;Anjengo;False
s12;v3;6;6 Mar 1771 Cape;1771;3;6;Cape;False
s12;v3;7;30 Mar St Helena;1771;3;30;St Helena;False
s12;v3;8;27 Jul Deptford;1771;7;27;Deptford;False
s13;v1;1;Calcutta 28 Dec 1799;1799;12;28;Calcutta;False
s13;v1;2;15 Jun 1800 St Helena;1800;6;15;St Helena;False
s13;v1;3;2 Sep Falmouth;1800;9;2;Falmouth;False
s13;v1;4;5 Oct Deptford;1800;10;5;Deptford;False
s13;v2;1;Calcutta 1 Jan 1803;1803;1;1;Calcutta;False
s13;v2;2;1 Feb Kedgeree;1803;2;1;Kedgeree;False
s13;v2;3;16 Jul St Helena;1803;7;16;St Helena;False
s13;v2;4;27 Sep Gravesend;1803;9;27;Gravesend;False
s14;v1;1;Bengal 3 Jul 1765;1765;7;3;Bengal;False
s14;v1;2;28 Sep Kedgeree;1765;9;28;Kedgeree;False
s14;v1;3;6 Oct Ingeli;1765;10;6;Ingeli;False
s14;v1;4;30 Dec Cape;1765;12;30;Cape;False
s14;v1;5;23 Jan 1766 St Helena;1766;1;23;St Helena;False
s14;v1;6;10 Feb Ascension;1766;2;10;Ascension;False
s14;v1;7;31 Mar Belem;1766;3;31;Belem;False
s14;v1;8;18 May Deptford;1766;5;18;Deptford;False
s15;v1;1;Downs 1 May 1741;1741;5;1;Downs;False
s15;v1;2;14 Aug Cape;1741;8;14;Cape;False
s15;v1;3;23 Dec Madras;1741;12;23;Madras;False
s15;v1;4;24 Dec 1742 Cape;1742;12;24;Cape;False
s15;v1;5;1 Aug 1743 Scarborough;1743;8;1;Scarborough;False
s15;v1;6;8 Aug Erith;1743;8;8;Erith;False
s15;v2;1;Downs 15 Feb 1745;1745;2;15;Downs;False
s15;v2;2;27 Apr Madeira;1745;4;27;Madeira;False
s15;v2;3;14 Aug Cape;1745;8;14;Cape;False
s15;v2;4;12 Dec Madras;1745;12;12;Madras;False
s15;v2;5;18 Jan 1746 Fort St David;1746;1;18;Fort St David;False
s15;v2;6;5 May St Helena;1746;5;5;St Helena;False
s15;v2;7;1 Sep Downs;1746;9;1;Downs;False
s15;v3;1;Downs 5 Oct 1747;1747;10;5;Downs;False
s15;v3;2;12 Dec Madeira;1747;12;12;Madeira;False
s15;v3;3;16 Jan 1748 Sao Tiago;1748;1;16;Sao Tiago;False
s15;v3;4;28 Mar Cape;1748;3;28;Cape;False
s15;v3;5;24 Jun Mauritius;1748;6;24;Mauritius;False
s15;v3;6;28 Jul Fort St David;1748;7;28;Fort St David;False
s15;v3;7;23 Oct Benkulen;1748;10;23;Benkulen;False
s15;v3;8;1 Dec Batavia;1748;12;1;Batavia;False
s15;v3;9;15 Jun 1749 Whampoa;1749;6;15;Whampoa;False
s15;v3;10;11 Feb 1750 St Helena;1750;2;11;St Helena;False
s15;v3;11;3 Jun Deptford;1750;6;3;Deptford;False
s15;v4;1;Downs 17 Jan 1752;1752;1;17;Downs;False
s15;v4;2;26 May Johanna;1752;5;26;Johanna;False
s15;v4;3;5 Jul Fort St David;1752;7;5;Fort St David;False
s15;v4;4;1 Aug Vizagapatam;1752;8;1;Vizagapatam;False
s15;v4;5;22 Aug Culpee;1752;8;22;Culpee;False
s15;v4;6;3 Oct Calcutta;1752;10;3;Calcutta;False
s15;v4;7;15 Jan 1753 Hugh;1753;1;15;Hugh;False
s15;v4;8;8 Feb Madras;1753;2;8;Madras;False
s15;v4;9;1 Jun St Helena;1753;6;1;St Helena;False
s15;v4;10;2 Sep Deptford;1753;9;2;Deptford;False
s16;v1;1;Downs 21 Apr 1758;1758;4;21;Downs;False
s16;v1;2;17 Nov Bandar Abbas;1758;11;17;Bandar Abbas;False
s16;v1;3;23 Jan 1759 Bombay;1759;1;23;Bombay;False
s16;v1;4;30 Jul St Helena;1759;7;30;St Helena;False
s16;v1;5;22 Oct Deptford;1759;10;22;Deptford;False
s16;v2;1;Downs 18 Mar 1760;1760;3;18;Downs;False
s16;v2;2;Bengal;1760;nan;nan;Bengal;False
s16;v2;3;â€˜towards England  3 Dec 1762;1762;12;3;â€˜towards England ;False
s16;v2;4;16 Feb 1763 St Helena;1763;2;16;St Helena;False
s16;v2;5;7 May Limehouse;1763;5;7;Limehouse;False
s16;v3;1;Portsmouth 20 Feb 1764;1764;2;20;Portsmouth;False
s16;v3;2;4 Jul Benkulen;1764;7;4;Benkulen;False
s16;v3;3;12 Sep Batavia;1764;9;12;Batavia;False
s16;v3;4;15 Nov Malacca;1764;11;15;Malacca;False
s16;v3;5;4 Jan 1765 Madras;1765;1;4;Madras;False
s16;v3;6;21 Jan Fort St David;1765;1;21;Fort St David;False
s16;v3;7;12 Feb Madras;1765;2;12;Madras;False
s16;v3;8;18 Apr Benkulen;1765;4;18;Benkulen;False
s16;v3;9;19 Aug Moco Moco;1765;8;19;Moco Moco;False
s16;v3;10;2 Oct Madras;1765;10;2;Madras;False
s16;v3;11;20 Dec Calcutta;1765;12;20;Calcutta;False
s16;v3;12;23 Mar 1766 Kedgeree;1766;3;23;Kedgeree;False
s16;v3;13;18 May Acheh;1766;5;18;Acheh;False
s16;v3;14;5 Sep St Helena;1766;9;5;St Helena;False
s16;v3;15;21 Nov Plymouth;1766;11;21;Plymouth;False
s16;v3;16;28 Dec Limehouse;1766;12;28;Limehouse;False
s16;v4;1;Downs 8 Jun 1767;1767;6;8;Downs;False
s16;v4;2;Plymouth 23 Nov;1767;11;23;Plymouth;False
s16;v4;3;;1767;nan;nan;;False
s17;v1;1;Downs Jan 1671;1671;1;nan;Downs;False
s17;v1;2;3 Jan 1673 Downs;1673;1;3;Downs;False
s18;v1;1;Downs Dec 1614;1614;12;nan;Downs;False
s18;v1;2;Cape 18 May 1615;1615;5;18;Cape;False
s18;v1;3;24 Jul Bantam 12 Aug;1615;8;12;Bantam;False
s18;v1;4;Pattani;1615;nan;nan;Pattani;False
s18;v1;5;Bantam Jun 1616;1616;6;nan;Bantam;False
s18;v1;6;12 Jul Hirado 1 Feb 1617;1617;2;1;Hirado;False
s18;v1;7;Bantam;1617;nan;nan;Bantam;False
s18;v1;8;2 Aug Hirado 20 Feb 1618;1618;2;20;Hirado;False
s18;v1;9;abandoned at Masulipatam Sep 1619;1619;9;nan;abandoned at Masulipatam;False
s19;v1;1;Downs;1619;nan;nan;Downs;False
s19;v1;2;12 Aug 1637 Masulipatam;1637;8;12;Masulipatam;False
